,product_id,product_name,category,stock_quantity,warehouse_location,stock_status,inventory_value,date_updated
285,PRD0285,Produk_285,Elektronik,39,Gudang B,Tersedia,3682230.59,2025-05-04
286,PRD0286,Produk_286,Peralatan Rumah Tangga,300,Gudang C,Tersedia,1049913.87,2025-05-05
287,PRD0287,Produk_287,Peralatan Rumah Tangga,223,Gudang C,Tersedia,673310.93,2025-05-01
288,PRD0288,Produk_288,Peralatan Rumah Tangga,317,Gudang C,Tersedia,3196059.04,2025-05-11
289,PRD0289,Produk_289,Makanan & Minuman,348,Gudang B,Tersedia,1605518.55,2025-05-12
290,PRD0290,Produk_290,Otomotif,114,Gudang C,Tersedia,295014.65,2025-05-15
291,PRD0291,Produk_291,Elektronik,185,Gudang B,Tersedia,696772.37,2025-05-13
292,PRD0292,Produk_292,Makanan & Minuman,322,Gudang C,Habis,14637.79,2025-05-02
293,PRD0293,Produk_293,Peralatan Rumah Tangga,55,Gudang C,Tersedia,4517085.9,2025-05-12
294,PRD0294,Produk_294,Elektronik,39,Gudang A,Tersedia,132843.74,2025-05-13
295,PRD0295,Produk_295,Makanan & Minuman,353,Gudang B,Tersedia,1055184.29,2025-05-09
296,PRD0296,Produk_296,Otomotif,39,Gudang A,Tersedia,2087151.28,2025-05-02
297,PRD0297,Produk_297,Makanan & Minuman,346,Gudang A,Tersedia,1789290.92,2025-05-05
298,PRD0298,Produk_298,Otomotif,460,Gudang A,Tersedia,4559512.13,2025-05-13
299,PRD0299,Produk_299,Peralatan Rumah Tangga,236,Gudang B,Tersedia,211041.84,2025-05-08
300,PRD0300,Produk_300,Otomotif,288,Gudang B,Tersedia,2565951.39,2025-05-03
301,PRD0301,Produk_301,Elektronik,261,Gudang C,Tersedia,3405592.52,2025-05-06
302,PRD0302,Produk_302,Peralatan Rumah Tangga,215,Gudang A,Tersedia,4659172.89,2025-05-04
303,PRD0303,Produk_303,Elektronik,146,Gudang C,Tersedia,3105652.55,2025-05-11
304,PRD0304,Produk_304,Kesehatan,335,Gudang A,Tersedia,4020738.63,2025-05-07
305,PRD0305,Produk_305,Pakaian,167,Gudang B,Tersedia,427787.44,2025-05-10
306,PRD0306,Produk_306,Otomotif,91,Gudang B,Segera Habis,1935838.16,2025-05-14
307,PRD0307,Produk_307,Pakaian,352,Gudang B,Tersedia,1875996.2,2025-05-13
308,PRD0308,Produk_308,Pakaian,58,Gudang A,Habis,4432578.2,2025-05-03
309,PRD0309,Produk_309,Otomotif,58,Gudang B,Tersedia,765342.14,2025-05-06
310,PRD0310,Produk_310,Peralatan Rumah Tangga,303,Gudang A,Tersedia,767912.0,2025-05-15
311,PRD0311,Produk_311,Kesehatan,168,Gudang C,Tersedia,1649505.17,2025-05-12
312,PRD0312,Produk_312,Elektronik,268,Gudang A,Tersedia,281785.58,2025-05-15
313,PRD0313,Produk_313,Makanan & Minuman,362,Gudang C,Tersedia,920465.62,2025-05-10
314,PRD0314,Produk_314,Elektronik,44,Gudang A,Segera Habis,4826396.1,2025-05-09
315,PRD0315,Produk_315,Makanan & Minuman,344,Gudang C,Tersedia,2146637.86,2025-05-11
316,PRD0316,Produk_316,Elektronik,180,Gudang B,Segera Habis,3163775.85,2025-05-10
317,PRD0317,Produk_317,Otomotif,169,Gudang C,Tersedia,3633295.18,2025-05-01
318,PRD0318,Produk_318,Kesehatan,355,Gudang B,Habis,1841137.42,2025-05-03
319,PRD0319,Produk_319,Makanan & Minuman,190,Gudang B,Tersedia,744663.1,2025-05-02
320,PRD0320,Produk_320,Peralatan Rumah Tangga,154,Gudang C,Habis,1040839.27,2025-05-08
321,PRD0321,Produk_321,Elektronik,421,Gudang A,Tersedia,1573199.72,2025-05-07
322,PRD0322,Produk_322,Elektronik,187,Gudang A,Tersedia,3183981.42,2025-05-02
323,PRD0323,Produk_323,Makanan & Minuman,6,Gudang A,Tersedia,1997419.94,2025-05-06
324,PRD0324,Produk_324,Peralatan Rumah Tangga,132,Gudang A,Habis,44005.34,2025-05-15
325,PRD0325,Produk_325,Peralatan Rumah Tangga,234,Gudang A,Tersedia,2621801.85,2025-05-03
326,PRD0326,Produk_326,Otomotif,44,Gudang B,Habis,4608351.83,2025-05-08
327,PRD0327,Produk_327,Otomotif,313,Gudang A,Tersedia,4062267.28,2025-05-10
328,PRD0328,Produk_328,Otomotif,248,Gudang B,Habis,4127804.74,2025-05-13
329,PRD0329,Produk_329,Otomotif,498,Gudang B,Habis,3977339.51,2025-05-03
330,PRD0330,Produk_330,Otomotif,30,Gudang B,Habis,1625416.82,2025-05-10
331,PRD0331,Produk_331,Otomotif,22,Gudang C,Tersedia,3828317.23,2025-05-14
332,PRD0332,Produk_332,Kesehatan,425,Gudang C,Tersedia,724375.18,2025-05-09
333,PRD0333,Produk_333,Peralatan Rumah Tangga,393,Gudang B,Segera Habis,3292003.57,2025-05-01
334,PRD0334,Produk_334,Otomotif,159,Gudang C,Tersedia,3211427.15,2025-05-05
335,PRD0335,Produk_335,Peralatan Rumah Tangga,362,Gudang A,Tersedia,137593.3,2025-05-03
336,PRD0336,Produk_336,Peralatan Rumah Tangga,436,Gudang A,Tersedia,3941970.97,2025-05-06
337,PRD0337,Produk_337,Pakaian,157,Gudang B,Habis,4517208.04,2025-05-10
338,PRD0338,Produk_338,Kesehatan,38,Gudang A,Tersedia,1344402.24,2025-05-02
339,PRD0339,Produk_339,Otomotif,414,Gudang B,Tersedia,4063829.71,2025-05-09
340,PRD0340,Produk_340,Elektronik,81,Gudang B,Habis,421205.8,2025-05-06
341,PRD0341,Produk_341,Makanan & Minuman,355,Gudang A,Tersedia,3003839.61,2025-05-07
342,PRD0342,Produk_342,Elektronik,257,Gudang C,Segera Habis,2433377.86,2025-05-05
343,PRD0343,Produk_343,Kesehatan,205,Gudang A,Tersedia,2734158.43,2025-05-09
344,PRD0344,Produk_344,Makanan & Minuman,76,Gudang A,Tersedia,4631763.96,2025-05-01
345,PRD0345,Produk_345,Kesehatan,476,Gudang B,Tersedia,4357863.08,2025-05-05
346,PRD0346,Produk_346,Peralatan Rumah Tangga,11,Gudang B,Tersedia,3927567.45,2025-05-11
347,PRD0347,Produk_347,Makanan & Minuman,294,Gudang B,Segera Habis,1375755.3,2025-05-10
348,PRD0348,Produk_348,Peralatan Rumah Tangga,449,Gudang B,Tersedia,4559974.96,2025-05-11
349,PRD0349,Produk_349,Elektronik,223,Gudang C,Tersedia,496563.39,2025-05-06
350,PRD0350,Produk_350,Elektronik,12,Gudang C,Tersedia,4268112.79,2025-05-07
351,PRD0351,Produk_351,Makanan & Minuman,45,Gudang C,Tersedia,1647518.76,2025-05-12
352,PRD0352,Produk_352,Makanan & Minuman,154,Gudang B,Tersedia,278323.84,2025-05-04
353,PRD0353,Produk_353,Otomotif,112,Gudang B,Tersedia,3350091.35,2025-05-12
354,PRD0354,Produk_354,Kesehatan,232,Gudang B,Tersedia,1164086.84,2025-05-13
355,PRD0355,Produk_355,Otomotif,16,Gudang C,Habis,1225419.92,2025-05-01
356,PRD0356,Produk_356,Kesehatan,359,Gudang B,Tersedia,1537175.36,2025-05-15
357,PRD0357,Produk_357,Otomotif,222,Gudang A,Tersedia,327786.99,2025-05-11
358,PRD0358,Produk_358,Peralatan Rumah Tangga,353,Gudang A,Tersedia,893864.45,2025-05-08
359,PRD0359,Produk_359,Makanan & Minuman,187,Gudang B,Habis,35646.74,2025-05-10
360,PRD0360,Produk_360,Elektronik,447,Gudang A,Tersedia,2232593.51,2025-05-04
361,PRD0361,Produk_361,Kesehatan,343,Gudang A,Tersedia,430434.33,2025-05-03
362,PRD0362,Produk_362,Kesehatan,364,Gudang C,Tersedia,3416436.5,2025-05-12
363,PRD0363,Produk_363,Elektronik,162,Gudang B,Segera Habis,1185758.03,2025-05-07
364,PRD0364,Produk_364,Otomotif,495,Gudang B,Tersedia,4718434.98,2025-05-12
365,PRD0365,Produk_365,Kesehatan,325,Gudang C,Habis,4357545.62,2025-05-02
366,PRD0366,Produk_366,Peralatan Rumah Tangga,466,Gudang A,Tersedia,1454310.07,2025-05-08
367,PRD0367,Produk_367,Makanan & Minuman,413,Gudang A,Tersedia,3918245.12,2025-05-14
368,PRD0368,Produk_368,Elektronik,454,Gudang B,Habis,4018192.07,2025-05-06
369,PRD0369,Produk_369,Makanan & Minuman,73,Gudang A,Tersedia,4932949.94,2025-05-07
370,PRD0370,Produk_370,Kesehatan,232,Gudang C,Habis,2993221.53,2025-05-14
371,PRD0371,Produk_371,Kesehatan,223,Gudang C,Segera Habis,419009.02,2025-05-05
372,PRD0372,Produk_372,Elektronik,481,Gudang B,Habis,3237717.77,2025-05-09
373,PRD0373,Produk_373,Peralatan Rumah Tangga,318,Gudang C,Tersedia,3128648.94,2025-05-05
374,PRD0374,Produk_374,Pakaian,411,Gudang C,Habis,3195369.38,2025-05-11
375,PRD0375,Produk_375,Elektronik,59,Gudang B,Tersedia,1542656.78,2025-05-05
376,PRD0376,Produk_376,Pakaian,334,Gudang C,Habis,4299801.13,2025-05-03
377,PRD0377,Produk_377,Otomotif,221,Gudang C,Tersedia,4797766.19,2025-05-11
378,PRD0378,Produk_378,Pakaian,36,Gudang C,Habis,1096385.44,2025-05-01
379,PRD0379,Produk_379,Peralatan Rumah Tangga,476,Gudang A,Tersedia,449879.27,2025-05-02
380,PRD0380,Produk_380,Otomotif,277,Gudang B,Tersedia,980729.82,2025-05-08
381,PRD0381,Produk_381,Pakaian,195,Gudang B,Tersedia,4104555.17,2025-05-15
382,PRD0382,Produk_382,Otomotif,403,Gudang B,Habis,3386456.73,2025-05-01
383,PRD0383,Produk_383,Pakaian,351,Gudang A,Tersedia,3183876.24,2025-05-07
384,PRD0384,Produk_384,Peralatan Rumah Tangga,483,Gudang A,Tersedia,2014947.74,2025-05-14
385,PRD0385,Produk_385,Pakaian,241,Gudang B,Habis,2893361.58,2025-05-14
386,PRD0386,Produk_386,Pakaian,323,Gudang A,Tersedia,1546291.89,2025-05-05
387,PRD0387,Produk_387,Pakaian,218,Gudang B,Tersedia,2391228.4,2025-05-03
388,PRD0388,Produk_388,Elektronik,191,Gudang A,Tersedia,3967384.51,2025-05-12
389,PRD0389,Produk_389,Elektronik,16,Gudang C,Tersedia,4906395.57,2025-05-12
390,PRD0390,Produk_390,Elektronik,11,Gudang C,Tersedia,4663119.73,2025-05-15
391,PRD0391,Produk_391,Peralatan Rumah Tangga,405,Gudang B,Tersedia,4669991.05,2025-05-11
392,PRD0392,Produk_392,Otomotif,400,Gudang A,Tersedia,2017096.44,2025-05-07
393,PRD0393,Produk_393,Kesehatan,393,Gudang A,Tersedia,2349261.5,2025-05-09
394,PRD0394,Produk_394,Pakaian,373,Gudang C,Habis,3531120.63,2025-05-02
395,PRD0395,Produk_395,Pakaian,192,Gudang C,Tersedia,4611737.72,2025-05-08
396,PRD0396,Produk_396,Peralatan Rumah Tangga,21,Gudang A,Tersedia,718551.35,2025-05-09
397,PRD0397,Produk_397,Pakaian,473,Gudang A,Segera Habis,1528166.9,2025-05-11
398,PRD0398,Produk_398,Elektronik,119,Gudang A,Tersedia,704841.75,2025-05-03
399,PRD0399,Produk_399,Kesehatan,209,Gudang A,Tersedia,3063922.56,2025-05-02
400,PRD0400,Produk_400,Makanan & Minuman,305,Gudang A,Habis,1538441.97,2025-05-07
401,PRD0401,Produk_401,Pakaian,269,Gudang A,Segera Habis,1637278.18,2025-05-05
402,PRD0402,Produk_402,Elektronik,191,Gudang B,Habis,363870.64,2025-05-05
403,PRD0403,Produk_403,Makanan & Minuman,174,Gudang A,Habis,1755482.35,2025-05-10
404,PRD0404,Produk_404,Kesehatan,284,Gudang C,Habis,4313857.57,2025-05-05
405,PRD0405,Produk_405,Makanan & Minuman,203,Gudang B,Tersedia,1173033.33,2025-05-04
406,PRD0406,Produk_406,Elektronik,163,Gudang A,Habis,3478985.46,2025-05-13
407,PRD0407,Produk_407,Otomotif,250,Gudang C,Tersedia,3151845.44,2025-05-05
408,PRD0408,Produk_408,Otomotif,226,Gudang B,Segera Habis,4318788.2,2025-05-13
409,PRD0409,Produk_409,Makanan & Minuman,435,Gudang C,Tersedia,670116.86,2025-05-04
410,PRD0410,Produk_410,Peralatan Rumah Tangga,380,Gudang A,Tersedia,4888173.9,2025-05-15
411,PRD0411,Produk_411,Makanan & Minuman,459,Gudang A,Tersedia,2917316.94,2025-05-13
412,PRD0412,Produk_412,Pakaian,6,Gudang A,Habis,4977416.02,2025-05-06
413,PRD0413,Produk_413,Pakaian,28,Gudang A,Tersedia,4558458.48,2025-05-04
414,PRD0414,Produk_414,Otomotif,394,Gudang B,Habis,1115371.19,2025-05-02
415,PRD0415,Produk_415,Peralatan Rumah Tangga,32,Gudang B,Habis,290248.43,2025-05-09
416,PRD0416,Produk_416,Elektronik,133,Gudang C,Tersedia,1285639.08,2025-05-02
417,PRD0417,Produk_417,Pakaian,366,Gudang A,Habis,2642542.61,2025-05-09
418,PRD0418,Produk_418,Otomotif,78,Gudang C,Habis,866265.87,2025-05-10
419,PRD0419,Produk_419,Kesehatan,415,Gudang B,Tersedia,845624.13,2025-05-06
420,PRD0420,Produk_420,Otomotif,434,Gudang A,Tersedia,2318341.8,2025-05-09
421,PRD0421,Produk_421,Pakaian,458,Gudang A,Tersedia,176007.18,2025-05-09
422,PRD0422,Produk_422,Pakaian,57,Gudang B,Tersedia,618221.53,2025-05-03
423,PRD0423,Produk_423,Otomotif,470,Gudang B,Tersedia,2085148.08,2025-05-01
424,PRD0424,Produk_424,Elektronik,25,Gudang B,Segera Habis,325018.25,2025-05-01
425,PRD0425,Produk_425,Makanan & Minuman,481,Gudang B,Tersedia,1989807.73,2025-05-03
426,PRD0426,Produk_426,Pakaian,429,Gudang B,Habis,2375291.27,2025-05-05
427,PRD0427,Produk_427,Otomotif,225,Gudang A,Tersedia,2261820.4,2025-05-13
428,PRD0428,Produk_428,Otomotif,284,Gudang B,Tersedia,4347182.54,2025-05-03
429,PRD0429,Produk_429,Peralatan Rumah Tangga,3,Gudang A,Habis,2655011.65,2025-05-12
430,PRD0430,Produk_430,Makanan & Minuman,464,Gudang A,Habis,2345222.51,2025-05-09
431,PRD0431,Produk_431,Kesehatan,98,Gudang B,Tersedia,2059439.13,2025-05-09
432,PRD0432,Produk_432,Elektronik,396,Gudang B,Tersedia,4089940.66,2025-05-03
433,PRD0433,Produk_433,Kesehatan,488,Gudang A,Tersedia,4476332.45,2025-05-03
434,PRD0434,Produk_434,Makanan & Minuman,38,Gudang B,Tersedia,4267679.92,2025-05-12
435,PRD0435,Produk_435,Makanan & Minuman,270,Gudang B,Tersedia,3370997.42,2025-05-14
436,PRD0436,Produk_436,Makanan & Minuman,374,Gudang B,Tersedia,695435.11,2025-05-05
437,PRD0437,Produk_437,Kesehatan,284,Gudang C,Tersedia,1391581.15,2025-05-02
438,PRD0438,Produk_438,Makanan & Minuman,156,Gudang A,Habis,239854.69,2025-05-06
439,PRD0439,Produk_439,Otomotif,74,Gudang C,Tersedia,4654812.13,2025-05-07
440,PRD0440,Produk_440,Kesehatan,371,Gudang B,Tersedia,3307384.66,2025-05-13
441,PRD0441,Produk_441,Makanan & Minuman,287,Gudang C,Tersedia,3734350.79,2025-05-09
442,PRD0442,Produk_442,Otomotif,129,Gudang B,Habis,1564742.98,2025-05-15
443,PRD0443,Produk_443,Peralatan Rumah Tangga,174,Gudang C,Habis,4229811.08,2025-05-06
444,PRD0444,Produk_444,Makanan & Minuman,461,Gudang B,Tersedia,1305420.39,2025-05-03
445,PRD0445,Produk_445,Kesehatan,83,Gudang C,Habis,18202.35,2025-05-12
446,PRD0446,Produk_446,Pakaian,21,Gudang C,Tersedia,1888310.66,2025-05-05
447,PRD0447,Produk_447,Makanan & Minuman,458,Gudang C,Tersedia,2858099.79,2025-05-04
448,PRD0448,Produk_448,Pakaian,26,Gudang A,Tersedia,2398737.24,2025-05-15
449,PRD0449,Produk_449,Otomotif,194,Gudang C,Tersedia,4311759.95,2025-05-05
450,PRD0450,Produk_450,Peralatan Rumah Tangga,336,Gudang A,Habis,535972.38,2025-05-08
451,PRD0451,Produk_451,Elektronik,381,Gudang B,Habis,2773578.97,2025-05-08
452,PRD0452,Produk_452,Peralatan Rumah Tangga,235,Gudang C,Tersedia,2569766.96,2025-05-06
453,PRD0453,Produk_453,Makanan & Minuman,439,Gudang B,Tersedia,1414150.98,2025-05-01
454,PRD0454,Produk_454,Pakaian,91,Gudang B,Tersedia,4112918.28,2025-05-08
455,PRD0455,Produk_455,Pakaian,476,Gudang C,Tersedia,3766714.79,2025-05-08
456,PRD0456,Produk_456,Kesehatan,20,Gudang A,Tersedia,3666967.34,2025-05-02
457,PRD0457,Produk_457,Pakaian,302,Gudang C,Tersedia,4382200.47,2025-05-04
458,PRD0458,Produk_458,Kesehatan,463,Gudang B,Tersedia,3616695.16,2025-05-12
459,PRD0459,Produk_459,Otomotif,356,Gudang B,Tersedia,1166888.05,2025-05-02
460,PRD0460,Produk_460,Elektronik,442,Gudang C,Tersedia,3530757.93,2025-05-04
461,PRD0461,Produk_461,Makanan & Minuman,83,Gudang A,Tersedia,1545437.04,2025-05-12
462,PRD0462,Produk_462,Kesehatan,261,Gudang A,Habis,1218451.51,2025-05-13
463,PRD0463,Produk_463,Elektronik,146,Gudang B,Tersedia,374287.93,2025-05-13
464,PRD0464,Produk_464,Pakaian,440,Gudang B,Segera Habis,3722702.62,2025-05-10
465,PRD0465,Produk_465,Pakaian,452,Gudang A,Tersedia,3557894.8,2025-05-07
466,PRD0466,Produk_466,Elektronik,386,Gudang C,Habis,1180152.39,2025-05-09
467,PRD0467,Produk_467,Pakaian,256,Gudang B,Habis,3749401.29,2025-05-14
468,PRD0468,Produk_468,Otomotif,57,Gudang A,Tersedia,4590026.01,2025-05-14
469,PRD0469,Produk_469,Otomotif,379,Gudang B,Tersedia,549064.5,2025-05-08
470,PRD0470,Produk_470,Elektronik,421,Gudang C,Habis,1170856.83,2025-05-15
471,PRD0471,Produk_471,Kesehatan,14,Gudang A,Tersedia,3753801.36,2025-05-12
472,PRD0472,Produk_472,Kesehatan,161,Gudang B,Tersedia,1379788.3,2025-05-09
473,PRD0473,Produk_473,Elektronik,444,Gudang C,Tersedia,3127073.23,2025-05-08
474,PRD0474,Produk_474,Kesehatan,162,Gudang B,Tersedia,415009.48,2025-05-02
475,PRD0475,Produk_475,Kesehatan,319,Gudang C,Tersedia,2266490.37,2025-05-07
476,PRD0476,Produk_476,Otomotif,496,Gudang C,Segera Habis,3698066.2,2025-05-02
477,PRD0477,Produk_477,Kesehatan,280,Gudang A,Tersedia,3435704.58,2025-05-13
478,PRD0478,Produk_478,Peralatan Rumah Tangga,279,Gudang C,Tersedia,4077209.78,2025-05-12
479,PRD0479,Produk_479,Makanan & Minuman,11,Gudang B,Segera Habis,4388486.11,2025-05-11
480,PRD0480,Produk_480,Pakaian,273,Gudang C,Tersedia,3868185.67,2025-05-02
481,PRD0481,Produk_481,Peralatan Rumah Tangga,270,Gudang C,Segera Habis,3361222.84,2025-05-15
482,PRD0482,Produk_482,Kesehatan,491,Gudang A,Tersedia,168295.23,2025-05-04
483,PRD0483,Produk_483,Otomotif,207,Gudang C,Tersedia,2679483.7,2025-05-01
484,PRD0484,Produk_484,Elektronik,26,Gudang C,Habis,198111.65,2025-05-15
485,PRD0485,Produk_485,Kesehatan,71,Gudang B,Tersedia,4042258.41,2025-05-05
486,PRD0486,Produk_486,Otomotif,59,Gudang A,Habis,1610415.38,2025-05-06
487,PRD0487,Produk_487,Makanan & Minuman,429,Gudang A,Segera Habis,2816522.58,2025-05-09
488,PRD0488,Produk_488,Kesehatan,472,Gudang A,Habis,1404432.08,2025-05-10
489,PRD0489,Produk_489,Elektronik,144,Gudang C,Tersedia,3914675.72,2025-05-08
490,PRD0490,Produk_490,Otomotif,92,Gudang A,Habis,4433647.61,2025-05-02
491,PRD0491,Produk_491,Otomotif,308,Gudang C,Tersedia,1999226.05,2025-05-01
492,PRD0492,Produk_492,Otomotif,7,Gudang C,Tersedia,4315982.74,2025-05-02
493,PRD0493,Produk_493,Makanan & Minuman,78,Gudang B,Habis,1342704.29,2025-05-07
494,PRD0494,Produk_494,Kesehatan,26,Gudang B,Tersedia,2677958.01,2025-05-04
495,PRD0495,Produk_495,Makanan & Minuman,173,Gudang B,Habis,4295219.53,2025-05-10
496,PRD0496,Produk_496,Pakaian,49,Gudang B,Habis,1636147.9,2025-05-05
497,PRD0497,Produk_497,Pakaian,499,Gudang B,Habis,4770670.9,2025-05-12
498,PRD0498,Produk_498,Kesehatan,198,Gudang C,Tersedia,618178.71,2025-05-07
499,PRD0499,Produk_499,Makanan & Minuman,386,Gudang C,Habis,101192.6,2025-05-03
500,PRD0500,Produk_500,Elektronik,348,Gudang A,Tersedia,4521635.41,2025-05-10
501,PRD0501,Produk_501,Otomotif,447,Gudang C,Habis,352556.84,2025-05-02
502,PRD0502,Produk_502,Otomotif,427,Gudang C,Tersedia,4959527.09,2025-05-13
503,PRD0503,Produk_503,Kesehatan,180,Gudang B,Tersedia,4757470.34,2025-05-07
504,PRD0504,Produk_504,Pakaian,23,Gudang C,Tersedia,693734.34,2025-05-05
505,PRD0505,Produk_505,Pakaian,315,Gudang B,Tersedia,2692547.28,2025-05-14
506,PRD0506,Produk_506,Otomotif,377,Gudang A,Tersedia,932752.28,2025-05-15
507,PRD0507,Produk_507,Kesehatan,386,Gudang A,Habis,2146494.31,2025-05-01
508,PRD0508,Produk_508,Makanan & Minuman,403,Gudang C,Tersedia,316511.4,2025-05-01
509,PRD0509,Produk_509,Pakaian,45,Gudang A,Tersedia,1127383.69,2025-05-09
510,PRD0510,Produk_510,Makanan & Minuman,14,Gudang C,Tersedia,1822731.25,2025-05-05
511,PRD0511,Produk_511,Pakaian,152,Gudang A,Tersedia,2198851.03,2025-05-01
512,PRD0512,Produk_512,Pakaian,221,Gudang B,Tersedia,4887706.33,2025-05-07
513,PRD0513,Produk_513,Peralatan Rumah Tangga,205,Gudang B,Tersedia,4041249.57,2025-05-09
514,PRD0514,Produk_514,Pakaian,454,Gudang B,Tersedia,3689675.62,2025-05-11
515,PRD0515,Produk_515,Elektronik,272,Gudang B,Tersedia,2689836.16,2025-05-01
516,PRD0516,Produk_516,Kesehatan,381,Gudang C,Tersedia,4201588.83,2025-05-10
517,PRD0517,Produk_517,Kesehatan,235,Gudang A,Tersedia,1703220.95,2025-05-14
518,PRD0518,Produk_518,Makanan & Minuman,339,Gudang C,Tersedia,3547406.57,2025-05-13
519,PRD0519,Produk_519,Pakaian,227,Gudang B,Habis,4968982.04,2025-05-04
520,PRD0520,Produk_520,Elektronik,8,Gudang C,Habis,1579998.26,2025-05-14
521,PRD0521,Produk_521,Makanan & Minuman,165,Gudang A,Tersedia,3373347.5,2025-05-03
522,PRD0522,Produk_522,Peralatan Rumah Tangga,431,Gudang C,Segera Habis,4223131.17,2025-05-05
523,PRD0523,Produk_523,Makanan & Minuman,443,Gudang A,Tersedia,4579879.84,2025-05-07
524,PRD0524,Produk_524,Makanan & Minuman,318,Gudang C,Tersedia,3592484.13,2025-05-08
525,PRD0525,Produk_525,Pakaian,213,Gudang A,Segera Habis,1425203.54,2025-05-13
526,PRD0526,Produk_526,Peralatan Rumah Tangga,116,Gudang A,Tersedia,1638147.94,2025-05-02
527,PRD0527,Produk_527,Makanan & Minuman,385,Gudang B,Segera Habis,113582.58,2025-05-07
528,PRD0528,Produk_528,Elektronik,343,Gudang A,Tersedia,3806821.03,2025-05-14
529,PRD0529,Produk_529,Elektronik,71,Gudang B,Tersedia,223270.63,2025-05-14
530,PRD0530,Produk_530,Kesehatan,394,Gudang B,Tersedia,4324615.25,2025-05-01
531,PRD0531,Produk_531,Peralatan Rumah Tangga,63,Gudang B,Habis,602116.47,2025-05-07
532,PRD0532,Produk_532,Peralatan Rumah Tangga,204,Gudang C,Tersedia,867663.8,2025-05-08
533,PRD0533,Produk_533,Kesehatan,208,Gudang C,Habis,2387867.09,2025-05-02
534,PRD0534,Produk_534,Makanan & Minuman,71,Gudang C,Tersedia,3692023.27,2025-05-09
535,PRD0535,Produk_535,Peralatan Rumah Tangga,276,Gudang C,Tersedia,703621.0,2025-05-01
536,PRD0536,Produk_536,Elektronik,273,Gudang A,Tersedia,2205954.66,2025-05-13
537,PRD0537,Produk_537,Elektronik,477,Gudang A,Tersedia,2419427.86,2025-05-06
538,PRD0538,Produk_538,Pakaian,319,Gudang C,Segera Habis,1069305.35,2025-05-01
539,PRD0539,Produk_539,Peralatan Rumah Tangga,337,Gudang A,Tersedia,586636.3,2025-05-03
540,PRD0540,Produk_540,Makanan & Minuman,365,Gudang A,Habis,4183740.41,2025-05-11
541,PRD0541,Produk_541,Kesehatan,494,Gudang B,Habis,2517303.59,2025-05-06
542,PRD0542,Produk_542,Kesehatan,94,Gudang B,Tersedia,81762.37,2025-05-03
543,PRD0543,Produk_543,Makanan & Minuman,165,Gudang B,Tersedia,4016876.69,2025-05-08
544,PRD0544,Produk_544,Otomotif,31,Gudang B,Tersedia,4904161.09,2025-05-05
545,PRD0545,Produk_545,Pakaian,10,Gudang A,Tersedia,3033571.72,2025-05-02
546,PRD0546,Produk_546,Kesehatan,300,Gudang C,Tersedia,2523504.85,2025-05-04
547,PRD0547,Produk_547,Peralatan Rumah Tangga,216,Gudang A,Tersedia,4393295.16,2025-05-09
548,PRD0548,Produk_548,Pakaian,288,Gudang A,Tersedia,4763058.78,2025-05-04
549,PRD0549,Produk_549,Peralatan Rumah Tangga,101,Gudang A,Tersedia,3775139.21,2025-05-10
550,PRD0550,Produk_550,Elektronik,424,Gudang B,Tersedia,2232810.12,2025-05-10
551,PRD0551,Produk_551,Pakaian,391,Gudang B,Tersedia,2965184.78,2025-05-08
552,PRD0552,Produk_552,Kesehatan,266,Gudang B,Tersedia,3507667.47,2025-05-05
553,PRD0553,Produk_553,Pakaian,213,Gudang C,Habis,979425.12,2025-05-11
554,PRD0554,Produk_554,Pakaian,178,Gudang A,Tersedia,2241533.15,2025-05-11
555,PRD0555,Produk_555,Pakaian,87,Gudang C,Tersedia,4150808.11,2025-05-10
556,PRD0556,Produk_556,Otomotif,40,Gudang B,Habis,3277079.49,2025-05-13
557,PRD0557,Produk_557,Pakaian,400,Gudang C,Tersedia,2061908.3,2025-05-13
558,PRD0558,Produk_558,Peralatan Rumah Tangga,75,Gudang A,Tersedia,3320179.04,2025-05-14
559,PRD0559,Produk_559,Elektronik,376,Gudang A,Tersedia,599929.84,2025-05-15
560,PRD0560,Produk_560,Makanan & Minuman,45,Gudang B,Tersedia,2013473.08,2025-05-01
561,PRD0561,Produk_561,Pakaian,159,Gudang B,Tersedia,3967711.4,2025-05-07
562,PRD0562,Produk_562,Kesehatan,462,Gudang C,Tersedia,1110338.85,2025-05-03
563,PRD0563,Produk_563,Pakaian,79,Gudang B,Tersedia,937947.92,2025-05-10
564,PRD0564,Produk_564,Kesehatan,309,Gudang B,Tersedia,4754585.11,2025-05-08
565,PRD0565,Produk_565,Peralatan Rumah Tangga,85,Gudang A,Habis,1057389.17,2025-05-14
566,PRD0566,Produk_566,Kesehatan,91,Gudang B,Habis,1311983.71,2025-05-12
567,PRD0567,Produk_567,Makanan & Minuman,147,Gudang B,Tersedia,4848383.54,2025-05-03
568,PRD0568,Produk_568,Elektronik,160,Gudang A,Habis,3676195.77,2025-05-01
569,PRD0569,Produk_569,Kesehatan,201,Gudang A,Tersedia,3500986.7,2025-05-05
570,PRD0570,Produk_570,Kesehatan,423,Gudang C,Tersedia,4266102.66,2025-05-02
571,PRD0571,Produk_571,Elektronik,415,Gudang B,Habis,587957.18,2025-05-11
572,PRD0572,Produk_572,Makanan & Minuman,241,Gudang A,Tersedia,3532721.62,2025-05-04
