transaction_id,transaction_date,transaction_time,customer_id,customer_age,customer_gender,product_id,product_name,category,subcategory,price,quantity,discount,total_amount,payment_method,store_location,rating,is_returned,loyalty_member
TXN00317,2022-05-25,09:50:22,3375d7b9,65,Male,PROD6934,Inverse optimal access,Books,Educational,23.79,3,0.0,71.37,Debit Card,"Victorport, South Carolina",,False,False
TXN00318,2022-12-21,09:50:22,1efe2660,40,Female,PROD3943,Inverse full-range firmware,Home & Kitchen,Decor,142.69,4,0.0,570.76,Debit Card,"Port Christy, Indiana",,False,True
TXN00319,2022-10-07,09:50:22,c3bf4013,33,Male,PROD2946,User-friendly mobile circuit,Automotive,Parts,27.4,5,0.0,137.0,Debit Card,"South Andrewbury, Kansas",3.5,False,False
TXN00320,2023-03-07,09:50:22,2c8e109b,35,Female,PROD7018,Reactive mobile capability,Health,Supplements,31.94,4,0.0,127.76,Credit Card,"New Kathleenchester, Arkansas",4.1,True,True
TXN00321,2022-07-18,09:50:22,e8c4f0db,35,Male,PROD3967,Automated heuristic productivity,Clothing,Shoes,67.85,5,0.0,339.25,Bank Transfer,"Brownside, Rhode Island",3.3,False,False
TXN00322,2024-05-31,09:50:22,03af5e5e,43,Female,PROD2047,Open-architected bandwidth-monitored alliance,Toys,Games,13.64,5,0.13,59.33,Bank Transfer,"West Kevinshire, Illinois",,False,False
TXN00323,2023-03-05,09:50:22,731ceae3,69,Female,PROD3015,Focused web-enabled conglomeration,Clothing,Women,112.77,1,0.2,90.22,Debit Card,"Duranmouth, Utah",1.0,True,False
TXN00324,2024-10-02,09:50:22,01174e8e,50,Female,PROD6956,Devolved demand-driven product,Home & Kitchen,Furniture,49.58,5,0.0,247.9,Credit Card,"New Johnstad, Alabama",,False,True
TXN00325,2023-01-22,09:50:22,bfb0dc1f,26,Female,PROD6127,Balanced logistical forecast,Electronics,Laptops,257.16,3,0.29,547.75,Cash,"Lewisview, Alaska",3.6,False,False
TXN00326,2022-07-30,09:50:22,1964c3fc,33,Male,PROD4081,Automated static adapter,Sports,Cycling,53.16,5,0.0,265.8,Credit Card,"Travischester, Wisconsin",,False,False
TXN00327,2024-01-27,09:50:22,dba3c828,64,Female,PROD2218,Exclusive regional matrix,Grocery,Beverages,45.83,5,0.0,229.15,Bank Transfer,"Jonberg, Florida",,False,True
TXN00328,2024-05-21,09:50:22,cb177ca5,52,Male,PROD2156,Innovative mobile approach,Home & Kitchen,Decor,163.69,4,0.11,582.74,E-Wallet,"New Taylor, New Hampshire",,False,True
TXN00329,2022-07-26,09:50:22,1f93ddaf,70,Male,PROD6183,Integrated non-volatile success,Grocery,Canned Goods,42.57,5,0.0,212.85,Bank Transfer,"Port Johnburgh, Virginia",3.4,False,False
TXN00330,2024-05-07,09:50:22,4733122b,22,Female,PROD2457,Diverse zero tolerance pricing structure,Electronics,Cameras,497.55,2,0.08,915.49,Credit Card,"Pricestad, Ohio",3.7,False,False
TXN00331,2023-07-10,09:50:22,48d22709,42,Male,PROD3023,Extended dedicated core,Beauty,Makeup,12.05,2,0.0,24.1,Credit Card,"New Kristine, Montana",,False,False
TXN00332,2023-09-29,09:50:22,080d2b15,56,Male,PROD1785,Synergized 24/7 architecture,Beauty,Tools,31.52,4,0.14,108.43,Bank Transfer,"Mendozahaven, Oregon",4.5,False,False
TXN00333,2022-12-02,09:50:22,21f3fc98,48,Male,PROD5244,Progressive background challenge,Toys,Dolls,16.46,3,0.0,49.38,Bank Transfer,"West Edwardhaven, South Dakota",3.2,True,False
TXN00334,2024-04-29,09:50:22,6909ec79,63,Male,PROD7852,Open-architected holistic hierarchy,Home & Kitchen,Appliances,188.26,2,0.0,376.52,Cash,"East Kimberlyfurt, Illinois",1.2,False,True
TXN00335,2024-08-15,09:50:22,bc99e643,37,Male,PROD6007,Cloned content-based knowledgebase,Sports,Yoga,27.06,5,0.0,135.3,E-Wallet,"Spencerhaven, Montana",,False,False
TXN00336,2023-03-18,09:50:22,954c5625,23,Female,PROD9074,Right-sized client-server product,Clothing,Men,25.24,1,0.0,25.24,Credit Card,"Lake Steven, Oregon",,False,True
TXN00337,2023-09-02,09:50:22,38fb0162,43,Male,PROD4115,Multi-tiered regional superstructure,Toys,Puzzles,23.57,2,0.0,47.14,Bank Transfer,"Annetteton, Idaho",,False,False
TXN00338,2023-04-03,09:50:22,3f66f64f,56,Female,PROD3761,Streamlined background circuit,Toys,Puzzles,38.26,3,0.0,114.78,Bank Transfer,"Port Johnchester, West Virginia",,False,False
TXN00339,2023-05-03,09:50:22,63763d91,45,Female,PROD7211,Enterprise-wide real-time capability,Automotive,Accessories,18.73,2,0.26,27.72,Bank Transfer,"South Alice, North Carolina",,False,False
TXN00340,2024-08-27,09:50:22,e9038a45,36,Female,PROD4490,Right-sized value-added capability,Sports,Outdoor,13.56,5,0.0,67.8,Credit Card,"Angelaside, Mississippi",2.2,True,False
TXN00341,2022-06-25,09:50:22,cb5c5d00,47,Female,PROD1942,Reverse-engineered object-oriented implementation,Toys,Dolls,34.87,3,0.0,104.61,Bank Transfer,"Crosston, Mississippi",,False,False
TXN00342,2023-05-08,09:50:22,09935916,24,Female,PROD9061,Universal content-based pricing structure,Sports,Team Sports,34.9,3,0.14,90.04,Debit Card,"Lake Michael, North Carolina",,False,False
TXN00343,2024-03-16,09:50:22,00a9e56a,32,Female,PROD7477,Reactive upward-trending Graphical User Interface,Home & Kitchen,Decor,84.51,1,0.0,84.51,Credit Card,"Vazquezhaven, Alabama",1.6,False,False
TXN00344,2024-08-26,09:50:22,fa2a46dd,65,Female,PROD1095,Versatile context-sensitive knowledge user,Home & Kitchen,Bedding,87.03,3,0.16,219.32,E-Wallet,"Aarontown, Pennsylvania",1.6,False,False
TXN00345,2023-09-26,09:50:22,cf55372a,20,Male,PROD4260,Organized homogeneous implementation,Grocery,Snacks,34.64,2,0.0,69.28,Debit Card,"Merrittchester, Pennsylvania",2.6,False,False
TXN00346,2023-11-03,09:50:22,e9bfb79f,38,Female,PROD9222,User-centric 4thgeneration adapter,Beauty,Skincare,1.99,4,0.0,7.96,E-Wallet,"Lake Alexandermouth, New Jersey",,False,False
TXN00347,2023-03-28,09:50:22,d274a722,50,Male,PROD4874,Compatible bi-directional migration,Toys,Dolls,1.99,1,0.0,1.99,Credit Card,"East Timothybury, Pennsylvania",1.5,False,False
TXN00348,2022-12-13,09:50:22,f707c93e,66,Female,PROD5059,Switchable tangible protocol,Toys,Puzzles,15.63,1,0.0,15.63,Cash,"Lake Andrew, Rhode Island",,False,False
TXN00349,2024-06-27,09:50:22,bf42a48a,60,Female,PROD4250,Extended intangible function,Home & Kitchen,Appliances,105.06,3,0.0,315.18,Cash,"Neilberg, California",,False,False
TXN00350,2022-07-24,09:50:22,14475bd4,32,Male,PROD3167,Diverse demand-driven parallelism,Clothing,Accessories,59.33,5,0.3,207.65,Bank Transfer,"Howardton, Montana",,False,True
TXN00351,2024-12-24,09:50:22,ff9b8ba5,62,Male,PROD4633,Monitored upward-trending protocol,Grocery,Beverages,59.51,4,0.1,214.24,Credit Card,"Fordland, Arkansas",2.5,False,False
TXN00352,2023-08-04,09:50:22,d9df6e24,63,Female,PROD5046,Programmable 3rdgeneration data-warehouse,Automotive,Car Care,47.15,1,0.0,47.15,Cash,"Stevensland, Massachusetts",2.5,False,True
TXN00353,2023-06-18,09:50:22,dc9ead5d,35,Male,PROD8059,Right-sized incremental Internet solution,Electronics,Smartphones,468.01,1,0.0,468.01,Cash,"Normanmouth, Oregon",1.8,False,False
TXN00354,2024-12-03,09:50:22,477ef21b,39,Female,PROD6920,Cloned multimedia moderator,Sports,Team Sports,29.62,3,0.22,69.31,Bank Transfer,"West Michaelland, Nevada",,False,False
TXN00355,2024-04-21,09:50:22,72c3616f,24,Male,PROD2971,Grass-roots cohesive function,Health,Medical,9.95,2,0.0,19.9,Debit Card,"South Debbieshire, Wisconsin",,True,False
TXN00356,2024-01-21,09:50:22,512c8aed,37,Female,PROD4309,Optional global interface,Grocery,Beverages,29.63,4,0.0,118.52,Credit Card,"Port Jasonview, Connecticut",4.8,False,True
TXN00357,2023-08-15,09:50:22,676cc9c7,41,Female,PROD2923,Reactive disintermediate collaboration,Home & Kitchen,Appliances,99.79,4,0.0,399.16,Cash,"West Cindy, West Virginia",4.6,False,True
TXN00358,2023-08-05,09:50:22,8c68210b,36,Male,PROD1996,Adaptive multi-tasking hardware,Toys,Puzzles,36.45,5,0.0,182.25,Debit Card,"North Emilyshire, Washington",,False,False
TXN00359,2022-06-23,09:50:22,8c8acdbf,53,Female,PROD7567,Proactive eco-centric paradigm,Toys,Educational,13.46,5,0.0,67.3,Credit Card,"Victoriastad, Arizona",1.7,False,True
TXN00360,2023-06-05,09:50:22,2b638d51,50,Female,PROD5971,Synchronized discrete function,Electronics,Laptops,603.87,5,0.0,3019.35,Credit Card,"Nicholeville, Rhode Island",4.5,False,True
TXN00361,2024-07-30,09:50:22,d5083664,35,Male,PROD5430,Intuitive empowering capacity,Beauty,Tools,60.65,1,0.06,57.01,Debit Card,"North William, Missouri",,False,True
TXN00362,2024-03-08,09:50:22,f64e55d4,23,Female,PROD3189,Distributed client-server application,Grocery,Beverages,27.82,5,0.21,109.89,Bank Transfer,"New Jonathan, New York",4.9,False,False
TXN00363,2023-11-27,09:50:22,1b4adb5c,29,Female,PROD1256,Synchronized asynchronous structure,Sports,Fitness,38.03,1,0.0,38.03,Debit Card,"East Matthew, Idaho",3.9,False,False
TXN00364,2022-09-25,09:50:22,0f8fa00e,70,Female,PROD4614,Configurable coherent function,Health,Vitamins,43.8,4,0.0,175.2,Cash,"North Brooke, Michigan",,False,True
TXN00365,2023-11-28,09:50:22,5ead27b3,23,Female,PROD3973,Synchronized exuding success,Toys,Dolls,21.98,4,0.0,87.92,E-Wallet,"Troychester, Minnesota",2.5,False,False
TXN00366,2024-04-24,09:50:22,dbc3e619,37,Male,PROD3911,Configurable analyzing task-force,Home & Kitchen,Appliances,135.69,5,0.0,678.45,Debit Card,"East Kimberly, Georgia",,False,False
TXN00367,2025-03-14,09:50:22,d016af2a,64,Male,PROD2633,Compatible modular contingency,Grocery,Snacks,30.25,2,0.11,53.84,E-Wallet,"Grimesmouth, Kentucky",,False,True
TXN00368,2024-08-01,09:50:22,a17310f6,68,Male,PROD2742,Diverse disintermediate middleware,Electronics,Smartphones,519.54,2,0.0,1039.08,Credit Card,"Kennedymouth, North Carolina",,False,False
TXN00369,2024-03-14,09:50:22,a30cb25e,37,Female,PROD8846,Self-enabling mission-critical monitoring,Clothing,Women,26.81,2,0.0,53.62,Bank Transfer,"South Diana, Florida",,False,True
TXN00370,2022-07-01,09:50:22,aba036ce,27,Male,PROD4675,Cloned hybrid focus group,Beauty,Tools,30.49,1,0.06,28.66,Bank Transfer,"Morrisonville, North Dakota",2.2,True,False
TXN00371,2022-12-28,09:50:22,21831966,49,Male,PROD2804,Phased bandwidth-monitored capacity,Home & Kitchen,Cookware,154.86,3,0.0,464.58,E-Wallet,"South Caleb, Louisiana",,False,False
TXN00372,2023-10-22,09:50:22,e602390e,20,Male,PROD3917,Assimilated zero tolerance projection,Beauty,Haircare,59.02,1,0.0,59.02,Credit Card,"Brownmouth, Iowa",,False,False
TXN00373,2023-05-06,09:50:22,799fe104,40,Male,PROD5441,Sharable 24/7 knowledge user,Home & Kitchen,Decor,187.15,2,0.0,374.3,Cash,"East Jeremy, Virginia",3.5,False,False
TXN00374,2023-10-31,09:50:22,76dbb859,38,Male,PROD7399,Multi-lateral background database,Beauty,Skincare,73.06,1,0.0,73.06,Debit Card,"East Sarahtown, Louisiana",,False,False
TXN00375,2022-07-23,09:50:22,ed909e2b,26,Male,PROD7308,Compatible neutral hub,Books,Fiction,14.65,1,0.0,14.65,Cash,"Lake Margaret, New Jersey",1.6,False,False
TXN00376,2022-12-14,09:50:22,31eff704,42,Female,PROD9144,Innovative heuristic groupware,Books,Educational,47.45,5,0.0,237.25,Cash,"Amymouth, Pennsylvania",,False,False
TXN00377,2024-10-11,09:50:22,c0ace6d6,62,Male,PROD4853,Universal bottom-line pricing structure,Automotive,Accessories,33.67,4,0.23,103.7,Bank Transfer,"East Jacquelineshire, Oklahoma",,False,True
TXN00378,2024-04-12,09:50:22,7fc311e0,40,Female,PROD3283,Pre-emptive cohesive monitoring,Electronics,TVs,937.96,5,0.0,4689.8,Debit Card,"South Charleneville, Michigan",,False,True
TXN00379,2024-02-07,09:50:22,656dcb55,25,Male,PROD7184,Upgradable intangible workforce,Automotive,Car Care,13.83,2,0.0,27.66,Debit Card,"East Alanport, New Mexico",,False,False
TXN00380,2024-10-15,09:50:22,7cd244f5,19,Male,PROD6984,Front-line needs-based access,Toys,Games,13.21,1,0.0,13.21,Bank Transfer,"Port Stephanie, Nevada",,False,True
TXN00381,2025-03-18,09:50:22,8120e358,48,Female,PROD6526,Switchable full-range ability,Electronics,Cameras,380.12,4,0.1,1368.43,Debit Card,"Farmerhaven, Colorado",4.0,False,False
TXN00382,2022-12-28,09:50:22,9b6691fc,50,Male,PROD1178,Synergistic mobile concept,Electronics,TVs,75.22,1,0.27,54.91,Credit Card,"Aaronhaven, Oklahoma",,False,False
TXN00383,2024-07-02,09:50:22,490cfbcd,45,Male,PROD5453,Robust background open system,Books,Cookbooks,19.48,3,0.0,58.44,Bank Transfer,"Simonmouth, Arkansas",,False,False
TXN00384,2023-05-30,09:50:22,11603c65,70,Female,PROD8821,Right-sized human-resource success,Home & Kitchen,Appliances,66.86,4,0.0,267.44,Debit Card,"Smithland, South Dakota",,False,False
TXN00385,2023-10-09,09:50:22,adcfedad,24,Male,PROD6942,Organized 6thgeneration utilization,Toys,Dolls,33.01,1,0.0,33.01,E-Wallet,"West Rachel, North Carolina",,False,False
TXN00386,2022-08-04,09:50:22,f3adab21,30,Male,PROD1530,Upgradable interactive help-desk,Electronics,Laptops,568.35,3,0.08,1568.65,Debit Card,"Richardchester, Wisconsin",3.4,False,True
TXN00387,2024-10-15,09:50:22,56f8e4ef,23,Female,PROD1138,Mandatory multimedia support,Health,Wellness,67.52,1,0.0,67.52,E-Wallet,"Clarkbury, Oregon",1.2,False,False
TXN00388,2022-05-09,09:50:22,54444e91,62,Male,PROD6428,Profit-focused composite hub,Toys,Puzzles,49.01,2,0.0,98.02,E-Wallet,"East Lukeshire, Oregon",,False,False
TXN00389,2025-04-04,09:50:22,f7f4272c,36,Male,PROD3482,Pre-emptive eco-centric Internet solution,Clothing,Accessories,32.69,2,0.25,49.03,E-Wallet,"Port Cynthiaton, Maryland",,False,True
TXN00390,2023-06-13,09:50:22,8a69d025,50,Female,PROD8331,Ameliorated explicit neural-net,Clothing,Women,23.05,2,0.0,46.1,Debit Card,"East Jamie, Utah",,False,False
TXN00391,2024-05-20,09:50:22,478d82d1,27,Female,PROD2595,Function-based impactful solution,Sports,Cycling,39.84,4,0.23,122.71,E-Wallet,"Port Christopher, Kansas",,False,True
TXN00392,2024-10-05,09:50:22,a484b06f,28,Male,PROD5589,Right-sized zero tolerance adapter,Beauty,Tools,3.6,1,0.0,3.6,E-Wallet,"Coopertown, Kansas",2.3,False,False
TXN00393,2022-09-26,09:50:22,db808311,59,Male,PROD3031,Face-to-face value-added Graphic Interface,Clothing,Women,104.94,4,0.0,419.76,E-Wallet,"Priceshire, West Virginia",4.9,False,False
TXN00394,2024-03-12,09:50:22,a7d16514,46,Female,PROD9396,Grass-roots real-time structure,Sports,Team Sports,53.59,4,0.0,214.36,Bank Transfer,"West April, New York",,False,False
TXN00395,2024-02-07,09:50:22,5c0d7fec,57,Male,PROD5011,User-friendly system-worthy archive,Sports,Fitness,20.62,4,0.0,82.48,Cash,"East Lisa, Texas",,False,False
TXN00396,2023-01-16,09:50:22,47671f0a,32,Female,PROD8573,Up-sized radical pricing structure,Home & Kitchen,Furniture,1.99,3,0.0,5.97,Bank Transfer,"Mejiachester, Maine",,False,False
TXN00397,2024-01-11,09:50:22,83860097,67,Female,PROD4268,Vision-oriented static conglomeration,Books,Cookbooks,57.08,4,0.1,205.49,Credit Card,"Evanmouth, New Jersey",4.7,False,True
TXN00398,2025-03-09,09:50:22,2b5f2536,20,Male,PROD8699,Organized cohesive implementation,Sports,Cycling,27.71,4,0.0,110.84,E-Wallet,"East Brian, Florida",1.5,False,True
TXN00399,2024-01-29,09:50:22,954047c9,68,Female,PROD8756,Seamless solution-oriented conglomeration,Health,Vitamins,54.76,5,0.0,273.8,Credit Card,"Dianeshire, Montana",4.7,False,True
TXN00400,2024-08-19,09:50:22,cafef1ac,35,Female,PROD2338,Horizontal transitional encryption,Electronics,Headphones,181.11,3,0.0,543.33,Debit Card,"South Kristinmouth, Alaska",,False,False
TXN00401,2024-03-04,09:50:22,8a9fe74f,23,Female,PROD6603,Sharable fresh-thinking task-force,Toys,Puzzles,18.01,2,0.0,36.02,Cash,"East Tiffanyside, Kentucky",,False,True
TXN00402,2024-08-07,09:50:22,ed061e50,62,Female,PROD6811,Phased even-keeled firmware,Grocery,Canned Goods,30.1,4,0.0,120.4,Bank Transfer,"Millershire, Wisconsin",,False,False
TXN00403,2024-01-01,09:50:22,d08657c6,60,Female,PROD1232,Compatible encompassing productivity,Electronics,Cameras,509.4,5,0.23,1961.19,Bank Transfer,"Chelseyburgh, Texas",3.5,False,False
TXN00404,2023-01-21,09:50:22,2ab5f8a5,46,Male,PROD8361,Total human-resource instruction set,Home & Kitchen,Decor,88.5,3,0.29,188.5,E-Wallet,"South Jenniferburgh, Utah",,False,False
TXN00405,2023-06-02,09:50:22,0672f5ac,31,Female,PROD4436,Virtual uniform intranet,Electronics,Laptops,624.57,2,0.0,1249.14,Bank Transfer,"Rachelfurt, Minnesota",4.1,False,False
TXN00406,2024-09-13,09:50:22,7674d3bb,50,Male,PROD9177,Automated grid-enabled support,Health,Vitamins,8.65,3,0.0,25.95,Credit Card,"Markshire, Texas",2.2,False,False
TXN00407,2024-06-20,09:50:22,3aea4054,25,Male,PROD8517,User-centric optimal task-force,Toys,Games,27.15,3,0.0,81.45,E-Wallet,"Stephaniemouth, Florida",3.1,False,True
TXN00408,2023-04-27,09:50:22,ca6acb29,58,Female,PROD2625,Distributed coherent orchestration,Health,Supplements,32.41,5,0.0,162.05,Cash,"North Benjaminchester, Michigan",4.4,False,False
TXN00409,2024-01-12,09:50:22,4babd464,58,Female,PROD9247,Re-engineered demand-driven structure,Clothing,Men,65.43,1,0.0,65.43,E-Wallet,"Craneton, Louisiana",,False,True
TXN00410,2024-08-14,09:50:22,e5f37ed7,30,Female,PROD3038,Adaptive zero-defect ability,Beauty,Fragrances,44.23,2,0.0,88.46,E-Wallet,"Jasonshire, Georgia",,False,False
TXN00411,2022-05-06,09:50:22,b44700c5,60,Female,PROD6036,Seamless demand-driven software,Books,Educational,7.51,4,0.14,25.83,Debit Card,"Westmouth, Kentucky",3.0,False,False
TXN00412,2024-01-18,09:50:22,35a5d0f3,27,Female,PROD9502,Re-engineered web-enabled protocol,Toys,Dolls,1.99,1,0.0,1.99,E-Wallet,"Clarkhaven, New Hampshire",,False,False
TXN00413,2023-12-14,09:50:22,80b17f51,30,Female,PROD1845,Quality-focused 6thgeneration extranet,Sports,Outdoor,55.55,5,0.0,277.75,Debit Card,"Lake Devinport, Maryland",3.2,False,False
TXN00414,2023-07-10,09:50:22,9200366d,32,Male,PROD3069,Persevering exuding policy,Home & Kitchen,Decor,143.26,2,0.0,286.52,Cash,"South Sandra, Oklahoma",3.1,False,False
TXN00415,2024-10-02,09:50:22,753f0f80,18,Male,PROD1455,Managed value-added time-frame,Toys,Games,15.03,5,0.13,65.38,Credit Card,"North Latoyaview, Michigan",1.4,False,False
TXN00416,2024-02-24,09:50:22,c4391e9a,29,Male,PROD4633,Synergistic logistical time-frame,Clothing,Accessories,96.53,4,0.23,297.31,E-Wallet,"Port Jamesland, Massachusetts",3.5,False,False
TXN00417,2024-12-13,09:50:22,88005992,58,Male,PROD2694,Function-based multimedia parallelism,Grocery,Dairy,32.31,3,0.0,96.93,Cash,"South Nathanburgh, Wyoming",,False,False
TXN00418,2024-10-26,09:50:22,1821a044,41,Male,PROD7402,Total neutral paradigm,Clothing,Men,85.38,2,0.0,170.76,Debit Card,"Mirandafort, New York",1.4,False,False
TXN00419,2024-10-27,09:50:22,d675ed9f,42,Female,PROD8387,Right-sized modular paradigm,Toys,Action Figures,31.35,4,0.0,125.4,Credit Card,"Cassidyport, Missouri",1.8,False,True
TXN00420,2023-07-17,09:50:22,d0ba9de7,40,Female,PROD9953,Synergistic fault-tolerant strategy,Electronics,Laptops,912.15,5,0.0,4560.75,Credit Card,"Thomastown, North Dakota",1.5,True,False
TXN00421,2025-03-17,09:50:22,9340e474,31,Female,PROD2880,Re-contextualized value-added model,Beauty,Skincare,65.11,2,0.0,130.22,Bank Transfer,"North Victoria, Wyoming",,False,True
TXN00422,2024-12-30,09:50:22,bfe311fa,30,Male,PROD6710,Switchable system-worthy groupware,Home & Kitchen,Appliances,102.57,1,0.0,102.57,Debit Card,"New Rebeccahaven, Louisiana",2.1,False,False
TXN00423,2023-04-18,09:50:22,4b1d5482,29,Male,PROD5605,Programmable logistical leverage,Books,Educational,49.43,4,0.0,197.72,E-Wallet,"West Christopherside, Alabama",4.7,False,True
TXN00424,2022-10-26,09:50:22,f4a73e90,45,Female,PROD6222,Managed modular info-mediaries,Health,Medical,42.91,2,0.0,85.82,E-Wallet,"North Jillhaven, North Carolina",2.7,False,False
TXN00425,2023-12-08,09:50:22,85e6d390,50,Female,PROD7714,Streamlined full-range task-force,Toys,Dolls,57.37,5,0.0,286.85,Credit Card,"Lake Peter, Missouri",,False,False
TXN00426,2025-03-26,09:50:22,418d1f18,40,Male,PROD2190,Persevering reciprocal process improvement,Automotive,Parts,10.7,4,0.09,38.95,Cash,"Fordfort, New Hampshire",,False,False
TXN00427,2024-03-22,09:50:22,127df2a8,32,Male,PROD7317,Synergized grid-enabled frame,Home & Kitchen,Cookware,168.02,1,0.22,131.06,Cash,"West Philip, West Virginia",1.9,False,True
TXN00428,2022-11-13,09:50:22,610fc977,54,Female,PROD8130,Reduced holistic attitude,Grocery,Snacks,51.17,5,0.0,255.85,Bank Transfer,"Anthonyshire, Minnesota",,False,False
TXN00429,2023-08-30,09:50:22,9a7ea381,46,Male,PROD6355,Exclusive secondary portal,Grocery,Snacks,1.99,4,0.0,7.96,Cash,"East Renee, Maryland",,False,True
TXN00430,2024-01-31,09:50:22,e7c3015b,36,Male,PROD7599,Open-architected stable frame,Electronics,TVs,263.35,1,0.0,263.35,Bank Transfer,"North Garrettshire, West Virginia",5.0,True,False
TXN00431,2023-08-09,09:50:22,984cbec4,64,Female,PROD5500,Fundamental 6thgeneration function,Automotive,Tools,1.99,3,0.0,5.97,Credit Card,"New Shanemouth, Idaho",2.9,False,False
TXN00432,2023-06-17,09:50:22,cad2d24a,49,Male,PROD7126,Customizable intangible installation,Clothing,Accessories,41.92,3,0.0,125.76,Credit Card,"East Stephanieview, Washington",2.6,False,True
TXN00433,2023-03-03,09:50:22,54ba96bd,30,Female,PROD9807,Profit-focused national instruction set,Grocery,Snacks,44.35,1,0.3,31.04,E-Wallet,"Lake Joshua, Pennsylvania",,False,False
TXN00434,2022-06-25,09:50:22,7c54a6ef,35,Male,PROD3257,Profit-focused 3rdgeneration definition,Electronics,TVs,800.47,1,0.29,568.33,Credit Card,"Cherylfort, Mississippi",2.1,False,True
TXN00435,2022-08-08,09:50:22,0a3262f5,51,Male,PROD8830,Up-sized neutral functionalities,Sports,Outdoor,31.48,5,0.0,157.4,E-Wallet,"South Janeborough, Alaska",,False,False
TXN00436,2023-09-19,09:50:22,3ede29e6,60,Male,PROD2278,Customer-focused interactive knowledge user,Sports,Yoga,62.57,2,0.24,95.11,Credit Card,"South Donaldhaven, Missouri",,False,False
TXN00437,2025-01-03,09:50:22,417baa52,39,Male,PROD9644,Up-sized even-keeled focus group,Grocery,Snacks,2.4,2,0.0,4.8,E-Wallet,"New Brianbury, Kansas",,False,False
TXN00438,2022-10-02,09:50:22,4da72f6d,41,Female,PROD8412,Optional logistical forecast,Beauty,Fragrances,1.99,2,0.0,3.98,Credit Card,"Schaeferberg, Alabama",,False,False
TXN00439,2024-11-23,09:50:22,1a35ef9b,27,Female,PROD2755,Extended radical migration,Toys,Dolls,28.89,1,0.0,28.89,Debit Card,"East Alexis, Ohio",,False,True
TXN00440,2024-08-31,09:50:22,eaf5bccb,53,Male,PROD6806,Synergized clear-thinking Graphical User Interface,Books,Non-Fiction,37.68,3,0.22,88.17,E-Wallet,"Lake Donaldhaven, Connecticut",,False,True
TXN00441,2023-06-08,09:50:22,c2dcc137,21,Female,PROD7923,Team-oriented intangible function,Automotive,Car Care,29.35,5,0.0,146.75,E-Wallet,"Lake Catherine, Wisconsin",,False,True
TXN00442,2024-06-30,09:50:22,038af732,61,Male,PROD5078,Object-based explicit functionalities,Home & Kitchen,Bedding,1.99,3,0.0,5.97,E-Wallet,"South Ginaburgh, Kentucky",,False,True
TXN00443,2025-02-11,09:50:22,35c74951,32,Female,PROD7421,Universal 4thgeneration groupware,Electronics,Smartphones,482.18,5,0.0,2410.9,Credit Card,"Petersburgh, Wisconsin",3.1,False,True
TXN00444,2024-08-01,09:50:22,5e5ea747,64,Male,PROD2544,Cloned encompassing implementation,Beauty,Fragrances,3.91,2,0.1,7.04,Cash,"Christinatown, New Jersey",3.8,False,False
TXN00445,2023-09-17,09:50:22,271f76c9,28,Male,PROD6442,Front-line contextually-based orchestration,Health,First Aid,43.39,3,0.0,130.17,Debit Card,"Lake Sheliaburgh, Michigan",,False,True
TXN00446,2023-03-04,09:50:22,ca4ff145,28,Male,PROD6769,Synergized human-resource product,Electronics,Headphones,573.32,4,0.0,2293.28,Debit Card,"South Debbiechester, Alabama",,False,False
TXN00447,2022-05-17,09:50:22,35216441,32,Male,PROD3401,Robust next generation infrastructure,Books,Non-Fiction,11.2,4,0.25,33.6,Bank Transfer,"Port Edward, Michigan",3.7,False,True
TXN00448,2022-12-10,09:50:22,ea00f0d8,34,Female,PROD8516,Customizable full-range moderator,Sports,Yoga,19.72,4,0.0,78.88,Bank Transfer,"Lake Patrickberg, Connecticut",2.0,True,False
TXN00449,2024-09-22,09:50:22,d4138611,27,Female,PROD4608,Multi-layered bottom-line paradigm,Sports,Cycling,8.82,5,0.0,44.1,Cash,"East Heatherland, Virginia",,False,True
TXN00450,2023-07-28,09:50:22,e5a7152e,30,Female,PROD2768,Compatible clear-thinking capacity,Books,Fiction,28.75,2,0.0,57.5,E-Wallet,"Lisashire, Oregon",,False,False
TXN00451,2023-05-01,09:50:22,c41ac14a,55,Female,PROD5526,Quality-focused web-enabled website,Automotive,Car Care,49.1,5,0.28,176.76,Cash,"East Robertport, Nevada",4.6,False,True
TXN00452,2025-03-31,09:50:22,fca61e5e,36,Male,PROD1136,Managed next generation software,Automotive,Parts,10.29,5,0.25,38.59,Bank Transfer,"Perryfurt, Arizona",4.9,False,False
TXN00453,2024-12-12,09:50:22,5410ef6d,37,Female,PROD5722,Digitized composite open system,Books,Non-Fiction,40.08,5,0.0,200.4,Bank Transfer,"Port Joelfurt, Maine",,False,True
TXN00454,2022-08-16,09:50:22,55af65bc,37,Male,PROD8050,Centralized secondary circuit,Books,Fiction,19.39,2,0.0,38.78,Bank Transfer,"East Jasmine, Rhode Island",1.5,False,False
TXN00455,2023-09-28,09:50:22,026901d6,23,Female,PROD3337,Monitored radical secured line,Electronics,TVs,341.43,2,0.0,682.86,Cash,"Marthaton, Oregon",,False,True
TXN00456,2023-01-09,09:50:22,362e99af,69,Female,PROD7923,Proactive bi-directional definition,Health,Vitamins,27.86,3,0.0,83.58,E-Wallet,"Flowersland, Oklahoma",,False,False
